,Datetime,Tweet Id,original_text,id_x,id_y,name,place_type,full_name,country,bounding_box,centroid
2612,2022-09-12 07:46:09+00:00,1569230873974784001,So @plateau_united what did I do that y’all had to block your number 2 fan? Is it ment or malaria?,005e37ac2277683b,005e37ac2277683b,Barakin Akawo,city,"Barakin Akawo, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[8.8212193, 9.831517], [8.8212193, 9.8915058], [8.8779248, 9.8915058], [8.8779248, 9.831517], [8.8212193, 9.831517]]]}","[8.848340656595433, 9.861638]"
2604,2022-09-12 12:12:19+00:00,1569297854274863105,U go do jazz make nothing penetrate your body ..now u don get malaria we no fit give u iv … na wa oh …wetin we go call this one biko,01c46739344ba9f6,01c46739344ba9f6,Federal Capital Territory,admin,"Federal Capital Territory, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[6.7786135, 8.4504401], [6.7786135, 9.4345273], [7.7274781, 9.4345273], [7.7274781, 8.4504401], [6.7786135, 8.4504401]]]}","[7.186988802142225, 8.93077985]"
2598,2022-09-12 21:35:59+00:00,1569439705787412481,The ED visits the Dalaram PHC centre in Jere local government and the Yerwa maternal and child health clinic in MMC for inspection and update on the ongoing Seasonal malaria chemoprevention (SMC) for children below the age of 59 months. https://t.co/e9wjZoCQft,000763a81141ab85,000763a81141ab85,Maiduguri,city,"Maiduguri, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[13.0432909, 11.7826542], [13.0432909, 11.9164327], [13.2550301, 11.9164327], [13.2550301, 11.7826542], [13.0432909, 11.7826542]]]}","[13.143083172517873, 11.84980315]"
2592,2022-09-13 09:36:16+00:00,1569620973649010688,"Those of you that are not sick with malaria presently, do not know what God is doing for you. 
These malaria meds will make you so depressed that you will wonder why other people are laughing when clearly there's no reason in the world to be happy. 
Thank God o. Hmmm.",01ed1f9a43bfb9bd,01ed1f9a43bfb9bd,Victoria Island,city,"Victoria Island, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.4023218, 6.3962643], [3.4023218, 6.4867971], [3.6013694, 6.4867971], [3.6013694, 6.3962643], [3.4023218, 6.3962643]]]}","[3.4678846385647675, 6.4415264]"
2588,2022-09-13 17:47:58+00:00,1569744710830284804,I lost consciousness ...severe malaria cos the weather fluctuations... https://t.co/yZETfMa4Vn,011a942e0a0e8fb2,011a942e0a0e8fb2,Lagos,admin,"Lagos, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[2.7063037, 6.3703877], [2.7063037, 6.6985461], [4.350022, 6.6985461], [4.350022, 6.3703877], [2.7063037, 6.3703877]]]}","[3.711223629931398, 6.534464]"
2582,2022-09-14 10:47:05+00:00,1570001180398440449,I'm having this terrible headache and my body be cool but I'm so hot inside. And this shit started all of a sudden.. I'm certain it's not Malaria..,0065f09a6666479e,0065f09a6666479e,Ibadan,city,"Ibadan, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.7770114, 7.2991429], [3.7770114, 7.5590064], [4.0335816, 7.5590064], [4.0335816, 7.2991429], [3.7770114, 7.2991429]]]}","[3.918892141653733, 7.42911945]"
2575,2022-09-14 17:48:48+00:00,1570107310915342336,"So this guy came to buy analgesic and this man, who was just leaving, managed to vehemently convince him to 'treat malaria'. I waited for our dear father to go and educated the fellow afterwards. 
You don't 'treat malaria' if you're not a health professional, please 🤲",0065f09a6666479e,0065f09a6666479e,Ibadan,city,"Ibadan, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.7770114, 7.2991429], [3.7770114, 7.5590064], [4.0335816, 7.5590064], [4.0335816, 7.2991429], [3.7770114, 7.2991429]]]}","[3.918892141653733, 7.42911945]"
2574,2022-09-14 18:53:29+00:00,1570123588233207809,Maybe she's treating malaria https://t.co/JDpI51yY3P,01c46739344ba9f6,01c46739344ba9f6,Federal Capital Territory,admin,"Federal Capital Territory, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[6.7786135, 8.4504401], [6.7786135, 9.4345273], [7.7274781, 9.4345273], [7.7274781, 8.4504401], [6.7786135, 8.4504401]]]}","[7.186988802142225, 8.93077985]"
2565,2022-09-15 06:46:17+00:00,1570302969102635008,*Malaria drugs of 700 *is now 2200 the next mosquito i will lay my hands on it will regret being a mosquito* 😒😒,0008cb6457ff0b55,0008cb6457ff0b55,Port Harcourt,city,"Port Harcourt, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[6.9380658, 4.7337699], [6.9380658, 4.9154902], [7.1244854, 4.9154902], [7.1244854, 4.7337699], [6.9380658, 4.7337699]]]}","[7.01751959342015, 4.82465265]"
2838,2022-09-15 06:46:17+00:00,1570302969102635008,*Malaria drugs of 700 *is now 2200 the next mosquito i will lay my hands on it will regret being a mosquito* 😒😒,0008cb6457ff0b55,0008cb6457ff0b55,Port Harcourt,city,"Port Harcourt, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[6.9380658, 4.7337699], [6.9380658, 4.9154902], [7.1244854, 4.9154902], [7.1244854, 4.7337699], [6.9380658, 4.7337699]]]}","[7.01751959342015, 4.82465265]"
2830,2022-09-15 16:46:35+00:00,1570454041389420546,"HEARBAL MEDICINE
LIKE

COLD, PILE, TYPHOID AND MALARIA, YELLOW FEVER, 

AND MEDICINE ABOUT MEN AND WOMEN 

MAN POWER ,AND SEXUAL DIRIVE https://t.co/EhlN0h1I9I",07d9eb11c4c84000,07d9eb11c4c84000,Dawanau,poi,Dawanau,Nigeria,"{'type': 'Polygon', 'coordinates': [[[8.472738679538994, 12.08119869231763], [8.472738679538994, 12.08119869231763], [8.472738679538994, 12.08119869231763], [8.472738679538994, 12.08119869231763], [8.472738679538994, 12.08119869231763]]]}","[8.472738679538994, 12.08119869231763]"
2828,2022-09-15 19:40:42+00:00,1570497857068888066,"Hehehe. So my madam decided to call malaria to escort her out this month. Every month, new drama. 
Issokay",00e55e2b4c491c5f,00e55e2b4c491c5f,Abuja,city,"Abuja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.3045544, 8.961887], [7.3045544, 9.1854407], [7.5436339, 9.1854407], [7.5436339, 8.961887], [7.3045544, 8.961887]]]}","[7.456676011172293, 9.0737594]"
2826,2022-09-15 21:36:01+00:00,1570526877546328066,The malaria parasite out there don't understand medicine anymore. I'm not getting it,01eddd9d0dbec2c8,01eddd9d0dbec2c8,Ikeja,city,"Ikeja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.198942, 6.4826762], [3.198942, 6.6985461], [3.43719, 6.6985461], [3.43719, 6.4826762], [3.198942, 6.4826762]]]}","[3.309083744459687, 6.5905933]"
2825,2022-09-15 22:47:13+00:00,1570544798502907904,"You go night reading for a week , few days to exam you don get malaria …who go help you write exam?
😂💔

@lasulife https://t.co/IYUmrPK0w7",001c0a9c3c005adf,001c0a9c3c005adf,Ojo,city,"Ojo, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.1000926, 6.4481668], [3.1000926, 6.5194214], [3.2378639, 6.5194214], [3.2378639, 6.4481668], [3.1000926, 6.4481668]]]}","[3.1806989326662842, 6.4839458]"
2821,2022-09-16 07:47:28+00:00,1570680754497265665,"Things are really hard. Malaria drug of #400 is now #1200.
The next mosquito I will lay my hands on will regret being a mosquito 🙄",006268ad653506e5,006268ad653506e5,Osun,admin,"Osun, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[4.0274778, 6.9780072], [4.0274778, 8.1110107], [5.0845742, 8.1110107], [5.0845742, 6.9780072], [4.0274778, 6.9780072]]]}","[4.543812425338991, 7.5407016]"
2819,2022-09-16 12:03:07+00:00,1570745091463221249,"Set awon ""I know how my malaria use to come"" https://t.co/VcNDOAf443",0065f09a6666479e,0065f09a6666479e,Ibadan,city,"Ibadan, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.7770114, 7.2991429], [3.7770114, 7.5590064], [4.0335816, 7.5590064], [4.0335816, 7.2991429], [3.7770114, 7.2991429]]]}","[3.918892141653733, 7.42911945]"
2814,2022-09-16 22:04:54+00:00,1570896533205446657,"If insurance doesn't cover simple nebulizer, then what else can it cover?@NhisNg. @garkihospital needs to do better. If I had the option, I'd opt out of the @NhisNg since I pay for practically even malaria test that should be covered by the insurance.",00e55e2b4c491c5f,00e55e2b4c491c5f,Abuja,city,"Abuja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.3045544, 8.961887], [7.3045544, 9.1854407], [7.5436339, 9.1854407], [7.5436339, 8.961887], [7.3045544, 8.961887]]]}","[7.456676011172293, 9.0737594]"
2810,2022-09-17 05:56:32+00:00,1571015224597295104,"Not meeting the $18 billion target for the @GlobalFund 7th replenishment will imply many communities in humanitarian settings will miss out on #HIV, #TB and #malaria treatment. Calling on world leaders to #FightForWhatCounts and #MeetTheTarget",000763a81141ab85,000763a81141ab85,Maiduguri,city,"Maiduguri, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[13.0432909, 11.7826542], [13.0432909, 11.9164327], [13.2550301, 11.9164327], [13.2550301, 11.7826542], [13.0432909, 11.7826542]]]}","[13.143083172517873, 11.84980315]"
2809,2022-09-17 06:42:43+00:00,1571026849438003200,Malaria is not for the weak!,005c6f3641f95852,005c6f3641f95852,Calabar,city,"Calabar, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[8.3075007, 4.9112081], [8.3075007, 5.0414683], [8.372645, 5.0414683], [8.372645, 4.9112081], [8.3075007, 4.9112081]]]}","[8.34671834546011, 4.97635715]"
2794,2022-09-17 21:08:57+00:00,1571244843325595650,"If I see breast like this, my malaria go disappear",01eddd9d0dbec2c8,01eddd9d0dbec2c8,Ikeja,city,"Ikeja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.198942, 6.4826762], [3.198942, 6.6985461], [3.43719, 6.6985461], [3.43719, 6.4826762], [3.198942, 6.4826762]]]}","[3.309083744459687, 6.5905933]"
2791,2022-09-18 10:56:45+00:00,1571453165479886851,"When you start dreaming about nonsense, it is a symptom of what please?
Malaria or fever?

Because i need to know 😭😭😭",00817d75276a95cf,00817d75276a95cf,Lagos,city,"Lagos, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.2131467, 6.4278856], [3.2131467, 6.5583389], [3.4640641, 6.5583389], [3.4640641, 6.4278856], [3.2131467, 6.4278856]]]}","[3.353965876125497, 6.49309225]"
2783,2022-09-18 15:05:37+00:00,1571515794529423360,Malaria is just everywhere 😭,01eddd9d0dbec2c8,01eddd9d0dbec2c8,Ikeja,city,"Ikeja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.198942, 6.4826762], [3.198942, 6.6985461], [3.43719, 6.6985461], [3.43719, 6.4826762], [3.198942, 6.4826762]]]}","[3.309083744459687, 6.5905933]"
2769,2022-09-18 21:22:45+00:00,1571610702040760325,My room smells like malaria.,01eddd9d0dbec2c8,01eddd9d0dbec2c8,Ikeja,city,"Ikeja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.198942, 6.4826762], [3.198942, 6.6985461], [3.43719, 6.6985461], [3.43719, 6.4826762], [3.198942, 6.4826762]]]}","[3.309083744459687, 6.5905933]"
2760,2022-09-19 09:14:16+00:00,1571789761064407040,"Japan &amp; Germany's 30% increased pledges to the @GlobalFund to save 20M lives from AIDS, TB &amp; malaria is true leadership. Will others follow?  @vonderleyen @EmmanuelMacron @JustinTrudeau @trussliz 👀 it’s your move... #FightForWhatCounts #GlobalCitizen
https://t.co/WD2IoDpLl0",016866085b3a225b,016866085b3a225b,Karu,city,"Karu, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.550692, 8.9793214], [7.550692, 9.0480071], [7.6099878, 9.0480071], [7.6099878, 8.9793214], [7.550692, 8.9793214]]]}","[7.58318769751226, 9.0145141]"
2759,2022-09-19 09:15:49+00:00,1571790151738703873,"Canada, EU, France, UK: Save 20 Million Lives from AIDS, TB, and Malaria https://t.co/swsw0LRvHj #globalcitizen",016866085b3a225b,016866085b3a225b,Karu,city,"Karu, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.550692, 8.9793214], [7.550692, 9.0480071], [7.6099878, 9.0480071], [7.6099878, 8.9793214], [7.550692, 8.9793214]]]}","[7.58318769751226, 9.0145141]"
2757,2022-09-19 10:22:29+00:00,1571806930573864961,Malaria dey show me shege,01e40dfa286fa1f3,01e40dfa286fa1f3,Minna,city,"Minna, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[6.5013564, 9.5637137], [6.5013564, 9.6760284], [6.5841138, 9.6760284], [6.5841138, 9.5637137], [6.5013564, 9.5637137]]]}","[6.548685357657578, 9.6198575]"
2746,2022-09-19 20:09:35+00:00,1571954676828086272,"Malaria don hook me again 
Sore throat and headache",00817d75276a95cf,00817d75276a95cf,Lagos,city,"Lagos, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.2131467, 6.4278856], [3.2131467, 6.5583389], [3.4640641, 6.5583389], [3.4640641, 6.4278856], [3.2131467, 6.4278856]]]}","[3.353965876125497, 6.49309225]"
2738,2022-09-20 06:50:59+00:00,1572116091379527681,Malaria dreams all night! Bloody fantastic 🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️,00e55e2b4c491c5f,00e55e2b4c491c5f,Abuja,city,"Abuja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.3045544, 8.961887], [7.3045544, 9.1854407], [7.5436339, 9.1854407], [7.5436339, 8.961887], [7.3045544, 8.961887]]]}","[7.456676011172293, 9.0737594]"
2735,2022-09-20 08:27:12+00:00,1572140307768299529,"We are not serious in this country, because why will someone want to treat malaria with 500 naira?? #Pharmacists #Pharmacy #Tuesday",00e55e2b4c491c5f,00e55e2b4c491c5f,Abuja,city,"Abuja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.3045544, 8.961887], [7.3045544, 9.1854407], [7.5436339, 9.1854407], [7.5436339, 8.961887], [7.3045544, 8.961887]]]}","[7.456676011172293, 9.0737594]"
2729,2022-09-20 14:17:58+00:00,1572228577361559552,"Its a Beautiful Day Friends!💃

Prevent mosquito bites for up to 8hrs and fight against malaria with #LongrichMosquitoRepellent 🔥

To order yours or for enquiries 🤷 DM on IG @ ds4tk ✅ 

#STK #STKPreneur 
#TeamCourageous 
#RaisingMillionGlobalBrands 
#TuesdayMotivation https://t.co/8XiX2Ke8qP",01eddd9d0dbec2c8,01eddd9d0dbec2c8,Ikeja,city,"Ikeja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.198942, 6.4826762], [3.198942, 6.6985461], [3.43719, 6.6985461], [3.43719, 6.4826762], [3.198942, 6.4826762]]]}","[3.309083744459687, 6.5905933]"
2721,2022-09-20 16:33:06+00:00,1572262586187382789,"Welcome to ANNUR ISLAMIC CHEMIST we are selling herbal medicine, like COULD, PILE, TYPHOID AND MALARIA, YELLOW FEVER, and any type of could, and type of pile, even and others medicine at our shop,Thank you for contacting Baka_loveee! Please let us know how we can help you. https://t.co/oinFlF2pRN",001b9ee73515ffa5,001b9ee73515ffa5,Dawanau,city,"Dawanau, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[8.4222125, 12.0871384], [8.4222125, 12.1025212], [8.4351615, 12.1025212], [8.4351615, 12.0871384], [8.4222125, 12.0871384]]]}","[8.429870150267512, 12.0948303]"
2720,2022-09-20 16:35:33+00:00,1572263203740045312,"Welcome to ANNUR ISLAMIC CHEMIST we are selling herbal medicine, like COULD, PILE, TYPHOID AND MALARIA, YELLOW FEVER, and any type of could, and type of pile, even and others medicine at our shop,Thank you for contacting Baka_loveee! Please let us know how we can help you. https://t.co/SLKA3kHC0c",001b9ee73515ffa5,001b9ee73515ffa5,Dawanau,city,"Dawanau, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[8.4222125, 12.0871384], [8.4222125, 12.1025212], [8.4351615, 12.1025212], [8.4351615, 12.0871384], [8.4222125, 12.0871384]]]}","[8.429870150267512, 12.0948303]"
2719,2022-09-20 16:36:34+00:00,1572263459844395009,"Welcome to ANNUR ISLAMIC CHEMIST we are selling herbal medicine, like COULD, PILE, TYPHOID AND MALARIA, YELLOW FEVER, and any type of could, and type of pile, even and others medicine at our shop,Thank you for contacting Baka_loveee! Please let us know how we can help you. https://t.co/hm5QWNJlXa",001b9ee73515ffa5,001b9ee73515ffa5,Dawanau,city,"Dawanau, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[8.4222125, 12.0871384], [8.4222125, 12.1025212], [8.4351615, 12.1025212], [8.4351615, 12.0871384], [8.4222125, 12.0871384]]]}","[8.429870150267512, 12.0948303]"
2718,2022-09-20 16:38:12+00:00,1572263871078965249,"Welcome to ANNUR ISLAMIC CHEMIST we are selling herbal medicine, like COULD, PILE, TYPHOID AND MALARIA, YELLOW FEVER, and any type of could, and type of pile, even and others medicine at our shop,Thank you for contacting Baka_loveee! Please let us know how we can help you. https://t.co/LD4BhdhTtJ",001b9ee73515ffa5,001b9ee73515ffa5,Dawanau,city,"Dawanau, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[8.4222125, 12.0871384], [8.4222125, 12.1025212], [8.4351615, 12.1025212], [8.4351615, 12.0871384], [8.4222125, 12.0871384]]]}","[8.429870150267512, 12.0948303]"
2714,2022-09-20 21:00:25+00:00,1572329859388416001,"Welcome to ANNUR ISLAMIC CHEMIST we are selling herbal medicine, like COULD, PILE, TYPHOID AND MALARIA, YELLOW FEVER, and any type of could, and type of pile, even and others medicine at our shop,Thank you for contacting Baka_loveee! Please let us know how we can help you. https://t.co/f53lcG7lHC",09815323aa550001,09815323aa550001,Ministry of Lands and Survey,poi,Ministry of Lands and Survey,Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.4417508531635415, 10.548460692705271], [7.4417508531635415, 10.548460692705271], [7.4417508531635415, 10.548460692705271], [7.4417508531635415, 10.548460692705271], [7.4417508531635415, 10.548460692705271]]]}","[7.4417508531635415, 10.548460692705271]"
2713,2022-09-20 21:04:24+00:00,1572330860468383746,"Welcome to ANNUR ISLAMIC CHEMIST we are selling herbal medicine, like COULD, PILE, TYPHOID AND MALARIA, YELLOW FEVER, and any type of could, and type of pile, even and others medicine at our shop,Thank you for contacting Baka_loveee! Please let us know how we can help you. https://t.co/85ieQa5gIf",013c94bf4d5073c9,013c94bf4d5073c9,Kano,admin,"Kano, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.7042185, 10.5496647], [7.7042185, 12.6105891], [9.4005112, 12.6105891], [9.4005112, 10.5496647], [7.7042185, 10.5496647]]]}","[8.529650697302502, 11.5799907]"
2707,2022-09-21 06:49:08+00:00,1572478014604169216,God Abeg! Person Dey smoke for public space still come Dey advise another person of exposing cleavages on line. This must be the highest form of malaria in one’s system. https://t.co/6dGBd9rxRE,01c46739344ba9f6,01c46739344ba9f6,Federal Capital Territory,admin,"Federal Capital Territory, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[6.7786135, 8.4504401], [6.7786135, 9.4345273], [7.7274781, 9.4345273], [7.7274781, 8.4504401], [6.7786135, 8.4504401]]]}","[7.186988802142225, 8.93077985]"
2705,2022-09-21 10:20:53+00:00,1572531300942376962,Been your follower nd never won any of your giveaway Baba...help me with 1K pls for food and malaria drug this morning 🌄 🙏🙏 https://t.co/gNqrHB1t2O,00578fa8439c228a,00578fa8439c228a,Ogun,admin,"Ogun, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[2.6654364, 6.287653], [2.6654364, 7.9763149], [4.6189619, 7.9763149], [4.6189619, 6.287653], [2.6654364, 6.287653]]]}","[3.2799023538295007, 7.1323966500000004]"
2703,2022-09-21 13:57:55+00:00,1572585921291386880,Is this Malaria or what?,01aa3dd6710b47ae,01aa3dd6710b47ae,Potiskum,city,"Potiskum, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[11.0599479, 11.6964142], [11.0599479, 11.7315574], [11.1046467, 11.7315574], [11.1046467, 11.6964142], [11.0599479, 11.6964142]]]}","[11.082340579515304, 11.713893800000001]"
2697,2022-09-21 17:40:49+00:00,1572642017619984392,"Yesssssss, my white blood cells won today against malaria. But lost yesterday😂😂😂
I just hope tomorrow's the same. I can't be sick.",01eddd9d0dbec2c8,01eddd9d0dbec2c8,Ikeja,city,"Ikeja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.198942, 6.4826762], [3.198942, 6.6985461], [3.43719, 6.6985461], [3.43719, 6.4826762], [3.198942, 6.4826762]]]}","[3.309083744459687, 6.5905933]"
2953,2022-09-22 10:34:13+00:00,1572897046142812160,"For some sickle cell warriors, keeping malaria out reduces the potency of every other crisis trigger. 

Please tag someone who should see this. 
#sicklecellawarenessmonth #sicklecelladvocate #sicklecelladvocacy #nonprofit #thesicklesound #sicklecelldisease #healthyliving https://t.co/uHqqikIlLY",00e55e2b4c491c5f,00e55e2b4c491c5f,Abuja,city,"Abuja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.3045544, 8.961887], [7.3045544, 9.1854407], [7.5436339, 9.1854407], [7.5436339, 8.961887], [7.3045544, 8.961887]]]}","[7.456676011172293, 9.0737594]"
2951,2022-09-22 10:52:17+00:00,1572901591338061824,"…and be a counter argument for the new malaria vaccines. 

Followed by multiple studies on relationship between genetically modified mosquitoes and vaccine hesitancy https://t.co/guwnRWkjnr",00e55e2b4c491c5f,00e55e2b4c491c5f,Abuja,city,"Abuja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.3045544, 8.961887], [7.3045544, 9.1854407], [7.5436339, 9.1854407], [7.5436339, 8.961887], [7.3045544, 8.961887]]]}","[7.456676011172293, 9.0737594]"
2943,2022-09-22 16:20:50+00:00,1572984274491510784,I need to know why they take plenty blood to run malaria test when they need only small drop😩😩😩,00e55e2b4c491c5f,00e55e2b4c491c5f,Abuja,city,"Abuja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.3045544, 8.961887], [7.3045544, 9.1854407], [7.5436339, 9.1854407], [7.5436339, 8.961887], [7.3045544, 8.961887]]]}","[7.456676011172293, 9.0737594]"
2939,2022-09-22 19:38:46+00:00,1573034084691054594,So nah hunger dey wipe me wey I think say nah Malaria ☹️,00e55e2b4c491c5f,00e55e2b4c491c5f,Abuja,city,"Abuja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.3045544, 8.961887], [7.3045544, 9.1854407], [7.5436339, 9.1854407], [7.5436339, 8.961887], [7.3045544, 8.961887]]]}","[7.456676011172293, 9.0737594]"
2937,2022-09-22 21:01:46+00:00,1573054973730082821,"Oyo State Assembly Restates Commitment to Funding Malaria Programmes, Free Malaria Treatment

The Oyo State House of Assembly Committee on Health, during an advocacy visit of the U.S President’s Malaria Initiative (PMI) for States to the Oyo State...
https://t.co/G8GcazGPCy",0065f09a6666479e,0065f09a6666479e,Ibadan,city,"Ibadan, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.7770114, 7.2991429], [3.7770114, 7.5590064], [4.0335816, 7.5590064], [4.0335816, 7.2991429], [3.7770114, 7.2991429]]]}","[3.918892141653733, 7.42911945]"
2926,2022-09-23 16:34:26+00:00,1573350086494625793,I really should treat for Malaria this weekend.,00e55e2b4c491c5f,00e55e2b4c491c5f,Abuja,city,"Abuja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.3045544, 8.961887], [7.3045544, 9.1854407], [7.5436339, 9.1854407], [7.5436339, 8.961887], [7.3045544, 8.961887]]]}","[7.456676011172293, 9.0737594]"
2925,2022-09-23 18:00:16+00:00,1573371685713199106,"Client; … lays his complain
Me; Have you treated malaria
Client;yes.
The normal me would have just continue clerking but I decided to ask Me; What did you use? 
Client; Agbo. 
Client; Agbo would kill it very well na.
Me; (in my mind) @ObiakorNkem come and carry your client🌚😒.",01eddd9d0dbec2c8,01eddd9d0dbec2c8,Ikeja,city,"Ikeja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.198942, 6.4826762], [3.198942, 6.6985461], [3.43719, 6.6985461], [3.43719, 6.4826762], [3.198942, 6.4826762]]]}","[3.309083744459687, 6.5905933]"
2907,2022-09-25 10:50:16+00:00,1573988249659445248,Malaria was not enough it seems because my stomach wants to kill me,00e55e2b4c491c5f,00e55e2b4c491c5f,Abuja,city,"Abuja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.3045544, 8.961887], [7.3045544, 9.1854407], [7.5436339, 9.1854407], [7.5436339, 8.961887], [7.3045544, 8.961887]]]}","[7.456676011172293, 9.0737594]"
2903,2022-09-25 17:08:42+00:00,1574083484431241216,"Pharm. Opeyemi Salami also took the liberty to enlighten the traders on the proper use of antibiotics and other prescriptions...
https://t.co/RBhwjSrRrx

#viralvideo #trending #health #medicaloutreach #health #sponsors #bpcheck #malaria #cholesterollevel #outreach #onigbongbo https://t.co/7jSudWsdMK",00b71d2e6a5323ab,00b71d2e6a5323ab,Onigbongbo,city,"Onigbongbo, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.079512, 6.6315465], [3.079512, 6.6347032], [3.083749, 6.6347032], [3.083749, 6.6315465], [3.079512, 6.6315465]]]}","[3.081681137449918, 6.63311955]"
2896,2022-09-26 10:55:30+00:00,1574351952212856834,"Prof. Shelia Tlou is such a happy and inspiring leader, her support for my generation when it comes to the fight against malaria is just highly commendable! 😃😃

I am sure the mosquitoes of Kigali have left the area! 😂 https://t.co/AOqocFBMH6",012d63e97ff5a7b5,012d63e97ff5a7b5,Jos,city,"Jos, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[8.8337107, 9.8581086], [8.8337107, 9.9674885], [8.9389277, 9.9674885], [8.9389277, 9.8581086], [8.8337107, 9.8581086]]]}","[8.90206789603855, 9.91277745]"
2893,2022-09-26 11:10:11+00:00,1574355647038119936,"Dis malaria finally showed up
😖😖😖",0008cb6457ff0b55,0008cb6457ff0b55,Port Harcourt,city,"Port Harcourt, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[6.9380658, 4.7337699], [6.9380658, 4.9154902], [7.1244854, 4.9154902], [7.1244854, 4.7337699], [6.9380658, 4.7337699]]]}","[7.01751959342015, 4.82465265]"
2892,2022-09-26 11:29:35+00:00,1574360533209255936,"Malaria Microscopy, RDTs and molecular diagnosis training https://t.co/IB9WIY8hXE",07d9defd6e082000,07d9defd6e082000,Nigerian Institude Of Medical Research,poi,Nigerian Institude Of Medical Research,Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.3719716688055748, 6.513529068053943], [3.3719716688055748, 6.513529068053943], [3.3719716688055748, 6.513529068053943], [3.3719716688055748, 6.513529068053943], [3.3719716688055748, 6.513529068053943]]]}","[3.3719716688055748, 6.513529068053943]"
2891,2022-09-26 12:04:52+00:00,1574369410621513729,"My brother has malaria rn and the fever is dealing with him
Me I’m about to get a crisis rn I can feel it. 

If you were the parent/caregiver/doctor who would you treat first?",01c46739344ba9f6,01c46739344ba9f6,Federal Capital Territory,admin,"Federal Capital Territory, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[6.7786135, 8.4504401], [6.7786135, 9.4345273], [7.7274781, 9.4345273], [7.7274781, 8.4504401], [6.7786135, 8.4504401]]]}","[7.186988802142225, 8.93077985]"
